mouse,session,geno,trial,result,,
Mouse1,3,First20,18,0,,
Mouse1,3,First20,19,0,,
Mouse1,3,First20,20,0,,
Mouse1,3,Last20,239,0,,
Mouse1,3,Last20,240,0,,
Mouse1,3,Last20,241,0,,
Mouse1,3,Last20,242,1,,
Mouse1,3,Last20,243,0,,
Mouse1,3,Last20,244,1,,
Mouse1,3,Last20,245,1,,
Mouse1,3,Last20,246,0,,
Mouse1,3,Last20,247,1,,
Mouse1,3,Last20,248,1,,
Mouse1,3,Last20,249,0,,
Mouse1,3,Last20,250,1,,
Mouse1,3,Last20,251,1,,
Mouse1,3,Last20,252,1,,
Mouse1,3,Last20,253,1,,
Mouse1,3,Last20,254,1,,
Mouse1,3,Last20,255,0,,
Mouse1,3,Last20,256,0,,
Mouse1,3,Last20,257,0,,
Mouse1,3,Last20,258,1,,
Mouse2,1,First20,1,1,,
Mouse2,1,First20,2,1,,
Mouse2,1,First20,3,1,,
Mouse2,1,First20,4,1,,
Mouse2,1,First20,5,1,,
Mouse2,1,First20,6,1,,
Mouse2,1,First20,7,1,,
Mouse2,1,First20,8,0,,
Mouse2,1,First20,9,0,,
Mouse2,1,First20,10,0,,
Mouse2,1,First20,11,0,,
Mouse2,1,First20,12,1,,
Mouse2,1,First20,13,0,,
Mouse2,1,First20,14,1,,
Mouse2,1,First20,15,0,,
Mouse2,1,First20,16,1,,
Mouse2,1,First20,17,0,,
Mouse2,1,First20,18,1,,
Mouse2,1,First20,19,1,,
Mouse2,1,First20,20,0,,
Mouse2,1,Last20,230,1,,
Mouse2,1,Last20,231,0,,
Mouse2,1,Last20,232,1,,
Mouse2,1,Last20,233,0,,
Mouse2,1,Last20,234,0,,
Mouse2,1,Last20,235,1,,
Mouse2,1,Last20,236,0,,
Mouse2,1,Last20,237,1,,
Mouse2,1,Last20,238,1,,
Mouse2,1,Last20,239,1,,
Mouse2,1,Last20,240,1,,
Mouse2,1,Last20,241,1,,
Mouse2,1,Last20,242,1,,
Mouse2,1,Last20,243,0,,
Mouse2,1,Last20,244,1,,
Mouse2,1,Last20,245,1,,
Mouse2,1,Last20,246,1,,
Mouse2,1,Last20,247,1,,
Mouse2,1,Last20,248,0,,
Mouse2,1,Last20,249,1,,
Mouse2,2,First20,1,1,,
Mouse2,2,First20,2,1,,
Mouse2,2,First20,3,1,,
Mouse2,2,First20,4,1,,
Mouse2,2,First20,5,0,,
Mouse2,2,First20,6,0,,
Mouse2,2,First20,7,1,,
Mouse2,2,First20,8,1,,
Mouse2,2,First20,9,0,,
Mouse2,2,First20,10,0,,
Mouse2,2,First20,11,0,,
Mouse2,2,First20,12,0,,
Mouse2,2,First20,13,1,,
Mouse2,2,First20,14,1,,
Mouse2,2,First20,15,1,,
Mouse2,2,First20,16,1,,
Mouse2,2,First20,17,1,,
Mouse2,2,First20,18,1,,
Mouse2,2,First20,19,1,,
Mouse2,2,First20,20,1,,
Mouse2,2,Last20,119,1,,
Mouse2,2,Last20,120,1,,
Mouse2,2,Last20,121,1,,
Mouse2,2,Last20,122,1,,
Mouse2,2,Last20,123,0,,
Mouse2,2,Last20,124,1,,
Mouse2,2,Last20,125,1,,
Mouse2,2,Last20,126,0,,
Mouse2,2,Last20,127,1,,
Mouse2,2,Last20,128,1,,
Mouse2,2,Last20,129,1,,
Mouse2,2,Last20,130,1,,
Mouse2,2,Last20,131,1,,
Mouse2,2,Last20,132,1,,
Mouse2,2,Last20,133,0,,
Mouse2,2,Last20,134,0,,
Mouse2,2,Last20,135,0,,
Mouse2,2,Last20,136,0,,
Mouse2,2,Last20,137,1,,
Mouse2,2,Last20,138,1,,
Mouse2,3,First20,1,1,,
Mouse2,3,First20,2,1,,
Mouse2,3,First20,3,1,,
Mouse2,3,First20,4,0,,
Mouse2,3,First20,5,1,,
Mouse2,3,First20,6,1,,
Mouse2,3,First20,7,1,,
Mouse2,3,First20,8,1,,
Mouse2,3,First20,9,0,,
Mouse2,3,First20,10,0,,
Mouse2,3,First20,11,0,,
Mouse2,3,First20,12,1,,
Mouse2,3,First20,13,1,,
Mouse2,3,First20,14,1,,
Mouse2,3,First20,15,1,,
Mouse2,3,First20,16,0,,
Mouse2,3,First20,17,1,,
Mouse2,3,First20,18,1,,
Mouse2,3,First20,19,1,,
Mouse2,3,First20,20,0,,
Mouse2,3,Last20,215,0,,
Mouse2,3,Last20,216,0,,
Mouse2,3,Last20,217,0,,
Mouse2,3,Last20,218,0,,
Mouse2,3,Last20,219,1,,
Mouse2,3,Last20,220,1,,
Mouse2,3,Last20,221,1,,
Mouse2,3,Last20,222,1,,
Mouse2,3,Last20,223,0,,
Mouse2,3,Last20,224,1,,
Mouse2,3,Last20,225,1,,
Mouse2,3,Last20,226,1,,
Mouse2,3,Last20,227,1,,
Mouse2,3,Last20,228,0,,
Mouse2,3,Last20,229,0,,
Mouse2,3,Last20,230,1,,
Mouse2,3,Last20,231,1,,
Mouse2,3,Last20,232,1,,
Mouse2,3,Last20,233,1,,
Mouse2,3,Last20,234,1,,
Mouse3,1,First20,1,0,,
Mouse3,1,First20,2,0,,
Mouse3,1,First20,3,0,,
Mouse3,1,First20,4,0,,
Mouse3,1,First20,5,0,,
Mouse3,1,First20,6,1,,
Mouse3,1,First20,7,0,,
Mouse3,1,First20,8,1,,
Mouse3,1,First20,9,0,,
Mouse3,1,First20,10,0,,
Mouse3,1,First20,11,0,,
Mouse3,1,First20,12,1,,
Mouse3,1,First20,13,0,,
Mouse3,1,First20,14,1,,
Mouse3,1,First20,15,0,,
Mouse3,1,First20,16,1,,
Mouse3,1,First20,17,0,,
Mouse3,1,First20,18,1,,
Mouse3,1,First20,19,0,,
Mouse3,1,First20,20,0,,
Mouse3,1,Last20,257,0,,
Mouse3,1,Last20,258,0,,
Mouse3,1,Last20,259,0,,
Mouse3,1,Last20,260,0,,
Mouse3,1,Last20,261,1,,
Mouse3,1,Last20,262,0,,
Mouse3,1,Last20,263,1,,
Mouse3,1,Last20,264,0,,
Mouse3,1,Last20,265,0,,
Mouse3,1,Last20,266,1,,
Mouse3,1,Last20,267,1,,
Mouse3,1,Last20,268,0,,
Mouse3,1,Last20,269,1,,
Mouse3,1,Last20,270,0,,
Mouse3,1,Last20,271,0,,
Mouse3,1,Last20,272,0,,
Mouse3,1,Last20,273,1,,
Mouse3,1,Last20,274,1,,
Mouse3,1,Last20,275,0,,
Mouse3,1,Last20,276,1,,
Mouse3,2,First20,1,1,,
Mouse3,2,First20,2,1,,
Mouse3,2,First20,3,1,,
Mouse3,2,First20,4,1,,
Mouse3,2,First20,5,0,,
Mouse3,2,First20,6,1,,
Mouse3,2,First20,7,1,,
Mouse3,2,First20,8,1,,
Mouse3,2,First20,9,1,,
Mouse3,2,First20,10,0,,
Mouse3,2,First20,11,1,,
Mouse3,2,First20,12,0,,
Mouse3,2,First20,13,1,,
Mouse3,2,First20,14,1,,
Mouse3,2,First20,15,0,,
Mouse3,2,First20,16,1,,
Mouse3,2,First20,17,1,,
Mouse3,2,First20,18,1,,
Mouse3,2,First20,19,0,,
Mouse3,2,First20,20,0,,
Mouse3,2,Last20,231,0,,
Mouse3,2,Last20,232,0,,
Mouse3,2,Last20,233,1,,
Mouse3,2,Last20,234,0,,
Mouse3,2,Last20,235,1,,
Mouse3,2,Last20,236,1,,
Mouse3,2,Last20,237,1,,
Mouse3,2,Last20,238,1,,
Mouse3,2,Last20,239,0,,
Mouse3,2,Last20,240,0,,
Mouse3,2,Last20,241,1,,
Mouse3,2,Last20,242,1,,
Mouse3,2,Last20,243,1,,
Mouse3,2,Last20,244,1,,
Mouse3,2,Last20,245,1,,
Mouse3,2,Last20,246,1,,
Mouse3,2,Last20,247,0,,
Mouse3,2,Last20,248,0,,
Mouse3,2,Last20,249,1,,
Mouse3,2,Last20,250,1,,
Mouse3,3,First20,1,0,,
Mouse3,3,First20,2,1,,
Mouse3,3,First20,3,1,,
Mouse3,3,First20,4,0,,
Mouse3,3,First20,5,0,,
Mouse3,3,First20,6,0,,
Mouse3,3,First20,7,0,,
Mouse3,3,First20,8,0,,
Mouse3,3,First20,9,0,,
Mouse3,3,First20,10,1,,
Mouse3,3,First20,11,1,,
Mouse3,3,First20,12,1,,
Mouse3,3,First20,13,1,,
Mouse3,3,First20,14,0,,
Mouse3,3,First20,15,0,,
Mouse3,3,First20,16,1,,
Mouse3,3,First20,17,0,,
Mouse3,3,First20,18,0,,
Mouse3,3,First20,19,0,,
Mouse3,3,First20,20,0,,
Mouse3,3,Last20,244,0,,
Mouse3,3,Last20,245,1,,
Mouse3,3,Last20,246,0,,
Mouse3,3,Last20,247,0,,
Mouse3,3,Last20,248,1,,
Mouse3,3,Last20,249,1,,
Mouse3,3,Last20,250,1,,
Mouse3,3,Last20,251,1,,
Mouse3,3,Last20,252,0,,
Mouse3,3,Last20,253,0,,
Mouse3,3,Last20,254,0,,
Mouse3,3,Last20,255,0,,
Mouse3,3,Last20,256,1,,
Mouse3,3,Last20,257,0,,
Mouse3,3,Last20,258,1,,
Mouse3,3,Last20,259,1,,
Mouse3,3,Last20,260,1,,
Mouse3,3,Last20,261,0,,
Mouse3,3,Last20,262,0,,
Mouse3,3,Last20,263,1,,
Mouse4,1,First20,1,1,,
Mouse4,1,First20,2,1,,
Mouse4,1,First20,3,1,,
Mouse4,1,First20,4,1,,
Mouse4,1,First20,5,1,,
Mouse4,1,First20,6,1,,
Mouse4,1,First20,7,0,,
Mouse4,1,First20,8,1,,
Mouse4,1,First20,9,0,,
Mouse4,1,First20,10,1,,
Mouse4,1,First20,11,0,,
Mouse4,1,First20,12,1,,
Mouse4,1,First20,13,0,,
Mouse4,1,First20,14,0,,
Mouse4,1,First20,15,1,,
Mouse4,1,First20,16,0,,
Mouse4,1,First20,17,1,,
Mouse4,1,First20,18,0,,
Mouse4,1,First20,19,0,,
Mouse4,1,First20,20,0,,
Mouse4,1,Last20,245,0,,
Mouse4,1,Last20,246,0,,
Mouse4,1,Last20,247,1,,
Mouse4,1,Last20,248,1,,
Mouse4,1,Last20,249,1,,
Mouse4,1,Last20,250,1,,
Mouse4,1,Last20,251,1,,
Mouse4,1,Last20,252,1,,
Mouse4,1,Last20,253,1,,
Mouse4,1,Last20,254,1,,
Mouse4,1,Last20,255,0,,
Mouse4,1,Last20,256,1,,
Mouse4,1,Last20,257,1,,
Mouse4,1,Last20,258,1,,
Mouse4,1,Last20,259,1,,
Mouse4,1,Last20,260,1,,
Mouse4,1,Last20,261,1,,
Mouse4,1,Last20,262,0,,
Mouse4,1,Last20,263,1,,
Mouse4,1,Last20,264,1,,
Mouse4,2,First20,1,1,,
Mouse4,2,First20,2,0,,
Mouse4,2,First20,3,1,,
Mouse4,2,First20,4,0,,
Mouse4,2,First20,5,1,,
Mouse4,2,First20,6,0,,
Mouse4,2,First20,7,0,,
Mouse4,2,First20,8,1,,
Mouse4,2,First20,9,1,,
Mouse4,2,First20,10,1,,
Mouse4,2,First20,11,1,,
Mouse4,2,First20,12,1,,
Mouse4,2,First20,13,0,,
Mouse4,2,First20,14,1,,
Mouse4,2,First20,15,0,,
Mouse4,2,First20,16,1,,
Mouse4,2,First20,17,1,,
Mouse4,2,First20,18,1,,
Mouse4,2,First20,19,1,,
Mouse4,2,First20,20,0,,
Mouse4,2,Last20,252,1,,
Mouse4,2,Last20,253,1,,
Mouse4,2,Last20,254,0,,
Mouse4,2,Last20,255,0,,
Mouse4,2,Last20,256,1,,
Mouse4,2,Last20,257,0,,
Mouse4,2,Last20,258,0,,
Mouse4,2,Last20,259,1,,
Mouse4,2,Last20,260,0,,
Mouse4,2,Last20,261,0,,
Mouse4,2,Last20,262,1,,
Mouse4,2,Last20,263,0,,
Mouse4,2,Last20,264,0,,
Mouse4,2,Last20,265,1,,
Mouse4,2,Last20,266,1,,
Mouse4,2,Last20,267,1,,
Mouse4,2,Last20,268,1,,
Mouse4,2,Last20,269,0,,
Mouse4,2,Last20,270,1,,
Mouse4,2,Last20,271,1,,
Mouse4,3,First20,1,0,,
Mouse4,3,First20,2,0,,
Mouse4,3,First20,3,0,,
Mouse4,3,First20,4,0,,
Mouse4,3,First20,5,0,,
Mouse4,3,First20,6,1,,
Mouse4,3,First20,7,0,,
Mouse4,3,First20,8,1,,
Mouse4,3,First20,9,1,,
Mouse4,3,First20,10,0,,
Mouse4,3,First20,11,1,,
Mouse4,3,First20,12,0,,
Mouse4,3,First20,13,1,,
Mouse4,3,First20,14,0,,
Mouse4,3,First20,15,1,,
Mouse4,3,First20,16,1,,
Mouse4,3,First20,17,1,,
Mouse4,3,First20,18,1,,
Mouse4,3,First20,19,1,,
Mouse4,3,First20,20,1,,
Mouse4,3,Last20,221,0,,
Mouse4,3,Last20,222,1,,
Mouse4,3,Last20,223,1,,
Mouse4,3,Last20,224,1,,
Mouse4,3,Last20,225,1,,
Mouse4,3,Last20,226,1,,
Mouse4,3,Last20,227,0,,
Mouse4,3,Last20,228,1,,
Mouse4,3,Last20,229,1,,
Mouse4,3,Last20,230,0,,
Mouse4,3,Last20,231,1,,
Mouse4,3,Last20,232,1,,
Mouse4,3,Last20,233,1,,
Mouse4,3,Last20,234,0,,
Mouse4,3,Last20,235,0,,
Mouse4,3,Last20,236,1,,
Mouse4,3,Last20,237,1,,
Mouse4,3,Last20,238,0,,
Mouse4,3,Last20,239,1,,
Mouse4,3,Last20,240,1,,
Mouse5,1,First20,1,1,,
Mouse5,1,First20,2,1,,
Mouse5,1,First20,3,1,,
Mouse5,1,First20,4,1,,
Mouse5,1,First20,5,1,,
Mouse5,1,First20,6,1,,
Mouse5,1,First20,7,1,,
Mouse5,1,First20,8,1,,
Mouse5,1,First20,9,0,,
Mouse5,1,First20,10,0,,
Mouse5,1,First20,11,1,,
Mouse5,1,First20,12,0,,
Mouse5,1,First20,13,0,,
Mouse5,1,First20,14,1,,
Mouse5,1,First20,15,1,,
Mouse5,1,First20,16,1,,
Mouse5,1,First20,17,1,,
Mouse5,1,First20,18,1,,
Mouse5,1,First20,19,1,,
Mouse5,1,First20,20,1,,
Mouse5,1,Last20,230,1,,
Mouse5,1,Last20,231,0,,
Mouse5,1,Last20,232,1,,
Mouse5,1,Last20,233,1,,
Mouse5,1,Last20,234,1,,
Mouse5,1,Last20,235,0,,
Mouse5,1,Last20,236,0,,
Mouse5,1,Last20,237,0,,
Mouse5,1,Last20,238,0,,
Mouse5,1,Last20,239,1,,
Mouse5,1,Last20,240,1,,
Mouse5,1,Last20,241,1,,
Mouse5,1,Last20,242,0,,
Mouse5,1,Last20,243,1,,
Mouse5,1,Last20,244,0,,
Mouse5,1,Last20,245,0,,
Mouse5,1,Last20,246,0,,
Mouse5,1,Last20,247,0,,
Mouse5,1,Last20,248,1,,
Mouse5,1,Last20,249,1,,
Mouse5,2,First20,1,0,,
Mouse5,2,First20,2,1,,
Mouse5,2,First20,3,1,,
Mouse5,2,First20,4,0,,
Mouse5,2,First20,5,1,,
Mouse5,2,First20,6,1,,
Mouse5,2,First20,7,1,,
Mouse5,2,First20,8,1,,
Mouse5,2,First20,9,0,,
Mouse5,2,First20,10,1,,
Mouse5,2,First20,11,1,,
Mouse5,2,First20,12,1,,
Mouse5,2,First20,13,0,,
Mouse5,2,First20,14,0,,
Mouse5,2,First20,15,0,,
Mouse5,2,First20,16,1,,
Mouse5,2,First20,17,1,,
Mouse5,2,First20,18,0,,
Mouse5,2,First20,19,1,,
Mouse5,2,First20,20,1,,
Mouse5,2,Last20,246,1,,
Mouse5,2,Last20,247,1,,
Mouse5,2,Last20,248,1,,
Mouse5,2,Last20,249,1,,
Mouse5,2,Last20,250,0,,
Mouse5,2,Last20,251,1,,
Mouse5,2,Last20,252,1,,
Mouse5,2,Last20,253,0,,
Mouse5,2,Last20,254,0,,
Mouse5,2,Last20,255,0,,
Mouse5,2,Last20,256,1,,
Mouse5,2,Last20,257,0,,
Mouse5,2,Last20,258,0,,
Mouse5,2,Last20,259,1,,
Mouse5,2,Last20,260,0,,
Mouse5,2,Last20,261,1,,
Mouse5,2,Last20,262,0,,
Mouse5,2,Last20,263,0,,
Mouse5,2,Last20,264,0,,
Mouse5,2,Last20,265,1,,
Mouse5,3,First20,1,1,,
Mouse5,3,First20,2,1,,
Mouse5,3,First20,3,0,,
Mouse5,3,First20,4,1,,
Mouse5,3,First20,5,1,,
Mouse5,3,First20,6,1,,
Mouse5,3,First20,7,1,,
Mouse5,3,First20,8,1,,
Mouse5,3,First20,9,0,,
Mouse5,3,First20,10,0,,
Mouse5,3,First20,11,0,,
Mouse5,3,First20,12,1,,
Mouse5,3,First20,13,1,,
Mouse5,3,First20,14,1,,
Mouse5,3,First20,15,1,,
Mouse5,3,First20,16,0,,
Mouse5,3,First20,17,0,,
Mouse5,3,First20,18,0,,
Mouse5,3,First20,19,1,,
Mouse5,3,First20,20,1,,
Mouse5,3,Last20,238,1,,
Mouse5,3,Last20,239,1,,
Mouse5,3,Last20,240,0,,
Mouse5,3,Last20,241,0,,
Mouse5,3,Last20,242,0,,
Mouse5,3,Last20,243,0,,
Mouse5,3,Last20,244,0,,
Mouse5,3,Last20,245,0,,
Mouse5,3,Last20,246,1,,
Mouse5,3,Last20,247,1,,
Mouse5,3,Last20,248,0,,
Mouse5,3,Last20,249,1,,
Mouse5,3,Last20,250,1,,
Mouse5,3,Last20,251,1,,
Mouse5,3,Last20,252,0,,
Mouse5,3,Last20,253,1,,
Mouse5,3,Last20,254,1,,
Mouse5,3,Last20,255,0,,
Mouse5,3,Last20,256,1,,
Mouse5,3,Last20,257,1,,
Mouse6,1,First20,1,1,,
Mouse6,1,First20,2,1,,
Mouse6,1,First20,3,1,,
Mouse6,1,First20,4,1,,
Mouse6,1,First20,5,1,,
Mouse6,1,First20,6,1,,
Mouse6,1,First20,7,1,,
Mouse6,1,First20,8,1,,
Mouse6,1,First20,9,0,,
Mouse6,1,First20,10,0,,
Mouse6,1,First20,11,1,,
Mouse6,1,First20,12,0,,
Mouse6,1,First20,13,0,,
Mouse6,1,First20,14,0,,
Mouse6,1,First20,15,1,,
Mouse6,1,First20,16,0,,
Mouse6,1,First20,17,0,,
Mouse6,1,First20,18,0,,
Mouse6,1,First20,19,0,,
Mouse6,1,First20,20,0,,
Mouse6,1,Last20,255,0,,
Mouse6,1,Last20,256,1,,
Mouse6,1,Last20,257,1,,
Mouse6,1,Last20,258,0,,
Mouse6,1,Last20,259,1,,
Mouse6,1,Last20,260,0,,
Mouse6,1,Last20,261,0,,
