mouse,session,trial,result,geno
Mouse1,1,1,0,1
Mouse1,1,2,1,1
Mouse1,1,3,1,1
Mouse1,1,4,0,1
Mouse1,1,5,0,1
Mouse1,1,6,0,1
Mouse1,1,7,1,1
Mouse1,1,8,1,1
Mouse1,1,9,0,1
Mouse1,1,10,1,1
Mouse1,1,11,0,1
Mouse1,1,12,0,1
Mouse1,1,13,1,1
Mouse1,1,14,0,1
Mouse1,1,15,1,1
Mouse1,1,16,0,1
Mouse1,1,17,1,1
Mouse1,1,18,0,1
Mouse1,1,19,0,1
Mouse1,1,20,1,1
Mouse1,1,21,0,1
Mouse1,1,22,0,1
Mouse1,1,23,0,1
Mouse1,1,24,0,1
Mouse1,1,25,0,1
Mouse1,1,26,1,1
Mouse1,1,27,0,1
Mouse1,1,28,0,1
Mouse1,1,29,0,1
Mouse1,1,30,1,1
Mouse1,1,31,1,1
Mouse1,1,32,1,1
Mouse1,1,33,0,1
Mouse1,1,34,1,1
Mouse1,1,35,0,1
Mouse1,1,36,0,1
Mouse1,1,37,0,1
Mouse1,1,38,0,1
Mouse1,1,39,0,1
Mouse1,1,40,0,1
Mouse1,1,41,1,1
Mouse1,1,42,0,1
Mouse1,1,43,1,1
Mouse1,1,44,0,1
Mouse1,1,45,1,1
Mouse1,1,46,0,1
Mouse1,1,47,1,1
Mouse1,1,48,1,1
Mouse1,1,49,1,1
Mouse1,1,50,1,1
Mouse1,1,51,0,1
Mouse1,1,52,0,1
Mouse1,1,53,1,1
Mouse1,1,54,0,1
Mouse1,1,55,1,1
Mouse1,1,56,1,1
Mouse1,1,57,0,1
Mouse1,1,58,1,1
Mouse1,1,59,0,1
Mouse1,1,60,0,1
Mouse1,1,61,0,1
Mouse1,1,62,1,1
Mouse1,1,63,0,1
Mouse1,1,64,1,1
Mouse1,1,65,1,1
Mouse1,1,66,1,1
Mouse1,1,67,0,1
Mouse1,1,68,0,1
Mouse1,1,69,0,1
Mouse1,1,70,0,1
Mouse1,1,71,1,1
Mouse1,1,72,1,1
Mouse1,1,73,0,1
Mouse1,1,74,0,1
Mouse1,1,75,0,1
Mouse1,1,76,0,1
Mouse1,1,77,0,1
Mouse1,1,78,1,1
Mouse1,1,79,0,1
Mouse1,1,80,0,1
Mouse1,1,81,0,1
Mouse1,1,82,0,1
Mouse1,1,83,1,1
Mouse1,1,84,1,1
Mouse1,1,85,0,1
Mouse1,1,86,0,1
Mouse1,1,87,0,1
Mouse1,1,88,1,1
Mouse1,1,89,1,1
Mouse1,1,90,1,1
Mouse1,1,91,1,1
Mouse1,1,92,1,1
Mouse1,1,93,0,1
Mouse1,1,94,0,1
Mouse1,1,95,0,1
Mouse1,1,96,0,1
Mouse1,1,97,0,1
Mouse1,1,98,0,1
Mouse1,1,99,1,1
Mouse1,1,100,1,1
Mouse1,1,101,1,1
Mouse1,1,102,0,1
Mouse1,1,103,0,1
Mouse1,1,104,0,1
Mouse1,1,105,0,1
Mouse1,1,106,1,1
Mouse1,1,107,1,1
Mouse1,1,108,0,1
Mouse1,1,109,0,1
Mouse1,1,110,0,1
Mouse1,1,111,1,1
Mouse1,1,112,0,1
Mouse1,1,113,0,1
Mouse1,1,114,1,1
Mouse1,1,115,0,1
Mouse1,1,116,1,1
Mouse1,1,117,1,1
Mouse1,1,118,0,1
Mouse1,1,119,1,1
Mouse1,1,120,1,1
Mouse1,1,121,0,1
Mouse1,1,122,0,1
Mouse1,1,123,1,1
Mouse1,1,124,0,1
Mouse1,1,125,1,1
Mouse1,1,126,1,1
Mouse1,1,127,0,1
Mouse1,1,128,0,1
Mouse1,1,129,1,1
Mouse1,1,130,1,1
Mouse1,1,131,0,1
Mouse1,1,132,1,1
Mouse1,1,133,0,1
Mouse1,1,134,1,1
Mouse1,1,135,1,1
Mouse1,1,136,1,1
Mouse1,1,137,0,1
Mouse1,1,138,0,1
Mouse1,1,139,0,1
Mouse1,1,140,1,1
Mouse1,1,141,1,1
Mouse1,1,142,0,1
Mouse1,1,143,0,1
Mouse1,1,144,1,1
Mouse1,1,145,0,1
Mouse1,1,146,0,1
Mouse1,1,147,1,1
Mouse1,1,148,0,1
Mouse1,1,149,0,1
Mouse1,1,150,0,1
Mouse1,1,151,1,1
Mouse1,1,152,1,1
Mouse1,1,153,0,1
Mouse1,1,154,1,1
Mouse1,1,155,1,1
Mouse1,1,156,1,1
Mouse1,1,157,1,1
Mouse1,1,158,1,1
Mouse1,1,159,1,1
Mouse1,1,160,0,1
Mouse1,1,161,1,1
Mouse1,1,162,0,1
Mouse1,1,163,1,1
Mouse1,1,164,0,1
Mouse1,1,165,0,1
Mouse1,1,166,1,1
Mouse1,1,167,0,1
Mouse1,1,168,1,1
Mouse1,1,169,1,1
Mouse1,1,170,1,1
Mouse1,1,171,0,1
Mouse1,1,172,1,1
Mouse1,1,173,0,1
Mouse1,1,174,1,1
Mouse1,1,175,1,1
Mouse1,2,1,0,1
Mouse1,2,2,1,1
Mouse1,2,3,0,1
Mouse1,2,4,1,1
Mouse1,2,5,1,1
Mouse1,2,6,1,1
Mouse1,2,7,1,1
Mouse1,2,8,0,1
Mouse1,2,9,1,1
Mouse1,2,10,1,1
Mouse1,2,11,1,1
Mouse1,2,12,1,1
Mouse1,2,13,1,1
Mouse1,2,14,1,1
Mouse1,2,15,0,1
Mouse1,2,16,1,1
Mouse1,2,17,1,1
Mouse1,2,18,0,1
Mouse1,2,19,0,1
Mouse1,2,20,0,1
Mouse1,2,21,0,1
Mouse1,2,22,1,1
Mouse1,2,23,0,1
Mouse1,2,24,1,1
Mouse1,2,25,1,1
Mouse1,2,26,1,1
Mouse1,2,27,1,1
Mouse1,2,28,1,1
Mouse1,2,29,0,1
Mouse1,2,30,0,1
Mouse1,2,31,1,1
Mouse1,2,32,1,1
Mouse1,2,33,0,1
Mouse1,2,34,1,1
Mouse1,2,35,1,1
Mouse1,2,36,0,1
Mouse1,2,37,1,1
Mouse1,2,38,0,1
Mouse1,2,39,1,1
Mouse1,2,40,0,1
Mouse1,2,41,0,1
Mouse1,2,42,0,1
Mouse1,2,43,0,1
Mouse1,2,44,1,1
Mouse1,2,45,1,1
Mouse1,2,46,1,1
Mouse1,2,47,0,1
Mouse1,2,48,0,1
Mouse1,2,49,1,1
Mouse1,2,50,0,1
Mouse1,2,51,0,1
Mouse1,2,52,1,1
Mouse1,2,53,1,1
Mouse1,2,54,0,1
Mouse1,2,55,0,1
Mouse1,2,56,1,1
Mouse1,2,57,1,1
Mouse1,2,58,1,1
Mouse1,2,59,1,1
Mouse1,2,60,0,1
Mouse1,2,61,0,1
Mouse1,2,62,1,1
Mouse1,2,63,0,1
Mouse1,2,64,0,1
Mouse1,2,65,1,1
Mouse1,2,66,0,1
Mouse1,2,67,1,1
Mouse1,2,68,1,1
Mouse1,2,69,1,1
Mouse1,2,70,1,1
Mouse1,2,71,1,1
Mouse1,2,72,1,1
Mouse1,2,73,1,1
Mouse1,2,74,1,1
Mouse1,2,75,1,1
Mouse1,2,76,1,1
Mouse1,2,77,1,1
Mouse1,2,78,0,1
Mouse1,2,79,1,1
Mouse1,2,80,1,1
Mouse1,2,81,0,1
Mouse1,2,82,0,1
Mouse1,2,83,1,1
Mouse1,2,84,0,1
Mouse1,2,85,1,1
Mouse1,2,86,1,1
Mouse1,2,87,1,1
Mouse1,2,88,1,1
Mouse1,2,89,1,1
Mouse1,2,90,0,1
Mouse1,2,91,0,1
Mouse1,2,92,1,1
Mouse1,2,93,1,1
Mouse1,2,94,0,1
Mouse1,2,95,1,1
Mouse1,2,96,0,1
Mouse1,2,97,0,1
Mouse1,2,98,1,1
Mouse1,2,99,0,1
Mouse1,2,100,0,1
Mouse1,2,101,1,1
Mouse1,2,102,0,1
Mouse1,2,103,0,1
Mouse1,2,104,0,1
Mouse1,2,105,0,1
Mouse1,2,106,1,1
Mouse1,2,107,1,1
Mouse1,2,108,0,1
Mouse1,2,109,1,1
Mouse1,2,110,0,1
Mouse1,2,111,1,1
Mouse1,2,112,1,1
Mouse1,2,113,1,1
Mouse1,2,114,1,1
Mouse1,2,115,0,1
Mouse1,2,116,0,1
Mouse1,2,117,1,1
Mouse1,2,118,1,1
Mouse1,2,119,1,1
Mouse1,2,120,0,1
Mouse1,2,121,0,1
Mouse1,2,122,1,1
Mouse1,2,123,0,1
Mouse1,2,124,1,1
Mouse1,2,125,1,1
Mouse1,2,126,0,1
Mouse1,2,127,0,1
Mouse1,2,128,0,1
Mouse1,2,129,0,1
Mouse1,2,130,0,1
Mouse1,2,131,0,1
Mouse1,2,132,1,1
Mouse1,2,133,0,1
Mouse1,2,134,0,1
Mouse1,2,135,1,1
Mouse1,2,136,1,1
Mouse1,2,137,0,1
Mouse1,2,138,1,1
Mouse1,2,139,0,1
Mouse1,2,140,1,1
Mouse1,2,141,0,1
Mouse1,2,142,1,1
Mouse1,3,1,0,1
Mouse1,3,2,1,1
Mouse1,3,3,1,1
Mouse1,3,4,1,1
Mouse1,3,5,0,1
Mouse1,3,6,1,1
Mouse1,3,7,1,1
Mouse1,3,8,0,1
Mouse1,3,9,0,1
Mouse1,3,10,0,1
Mouse1,3,11,0,1
Mouse1,3,12,1,1
Mouse1,3,13,1,1
Mouse1,3,14,1,1
Mouse1,3,15,1,1
Mouse1,3,16,1,1
Mouse1,3,17,1,1
Mouse1,3,18,0,1
Mouse1,3,19,1,1
Mouse1,3,20,0,1
Mouse1,3,21,1,1
Mouse1,3,22,0,1
Mouse1,3,23,0,1
Mouse1,3,24,1,1
Mouse1,3,25,1,1
Mouse1,3,26,1,1
Mouse1,3,27,1,1
Mouse1,3,28,1,1
